[protein],[ligand],[-log k],[resolution],[year],[origin],[covalent_bond]
4avu,LDR,7.853871964321762,2.40,2012,PDB,False
4fs3,0WE,7.853871964321762,1.80,2012,PDB,False
4e5f,0N7,4.823908740944319,2.39,2012,PDB,False
3vf8,0JE,6.823908740944319,2.08,2012,PDB,False
3sgt,P09,3.8239087409443187,1.85,2012,PDB,False
3vv6,B00,3.8041003475907664,2.05,2012,PDB,False
3uph,0C1,7.823908740944319,2.00,2012,PDB,False
3qqk,X02,4.823908740944319,1.86,2012,PDB,False
3unk,0BY,4.823908740944319,2.10,2012,PDB,False
4hup,19M,4.823908740944319,1.70,2012,PDB,False
4dh6,0KN,7.774690718274137,2.50,2012,PDB,False
3sdk,P3N,6.795880017344075,2.70,2012,PDB,False
4aa5,NQB,7.795880017344075,2.38,2012,PDB,False
3vv8,B02,4.767003889607846,2.50,2012,PDB,False
3vi2,HMZ,3.769551078621726,2.10,2012,PDB,False
4hlc,T05,6.7594507517174005,1.55,2012,PDB,False
3s1h,56Z,4.769551078621726,1.75,2012,PDB,False
3vbx,0FO,4.769551078621726,2.03,2012,PDB,False
3ztx,ZTX,7.735182176990463,1.95,2012,PDB,False
4anx,534,7.7447274948966935,2.73,2012,PDB,False
4anw,O92,7.7447274948966935,2.31,2012,PDB,False
4azy,7F3,6.703334809738469,1.79,2012,PDB,False
3tkm,GW0,9.0,1.95,2012,PDB,False
4dei,0JL,9.0,2.05,2012,PDB,False
3s9i,XI7,5.698970004336019,1.90,2012,PDB,False
3udy,09G,5.698970004336019,2.00,2012,PDB,False
4b13,X25,5.698970004336019,1.58,2012,PDB,False
3s68,TCW,8.657577319177793,1.85,2012,PDB,False
4bbf,O19,8.657577319177793,2.00,2012,PDB,False
3sh0,SAX,5.657577319177793,1.84,2012,PDB,False
4ee0,0O4,8.630784142589857,1.75,2012,PDB,False
4g9c,0WP,8.638272163982407,3.50,2012,PDB,False
4b11,7I1,5.638272163982407,1.59,2012,PDB,False
4b00,I6X,8.61261017366127,1.83,2012,PDB,False
4f65,0S9,8.602059991327963,2.26,2012,PDB,False
3vrt,YS2,8.568636235841012,2.40,2012,PDB,False
4fcb,0T7,8.537602002101044,2.10,2012,PDB,False
3r8v,Z62,5.537602002101044,1.90,2012,PDB,False
4hkk,AGI,5.537602002101044,1.95,2012,PDB,False
4huo,RS8,4.698970004336019,1.52,2012,PDB,False
4e5g,XI7,4.671620396561262,2.65,2012,PDB,False
3sz1,LU2,4.661543506395395,2.30,2012,PDB,False
4anu,EM7,7.6777807052660805,2.81,2012,PDB,False
3qi1,C6A,7.657577319177793,2.30,2012,PDB,False
4hbv,15E,4.638272163982407,1.63,2012,PDB,False
4hej,14D,4.619788758288394,2.00,2012,PDB,False
3udj,092,3.616184634019569,1.80,2012,PDB,False
3vc4,0FS,7.619788758288394,2.23,2012,PDB,False
4avw,G18,7.619788758288394,2.15,2012,PDB,False
4awo,99B,7.619788758288394,1.70,2012,PDB,False
3v01,3V0,7.6020599913279625,2.71,2012,PDB,False
4anm,WUL,7.552841968657781,1.70,2012,PDB,False
4dem,YS4,7.552841968657781,1.85,2012,PDB,False
4dhf,0K6,7.552841968657781,2.80,2012,PDB,False
4h5d,YS4,7.552841968657781,2.02,2012,PDB,False
4h5c,YS4,7.552841968657781,2.02,2012,PDB,False
3vby,0FR,4.552841968657781,2.27,2012,PDB,False
4d8c,BXD,8.698970004336019,2.07,2012,PDB,False
4aa7,R82,5.698970004336019,2.00,2012,PDB,False
4h4m,494,8.522878745280337,2.85,2012,PDB,False
4h2o,0YW,5.522878745280337,2.14,2012,PDB,False
3uol,0C7,8.508638306165727,2.40,2012,PDB,False
3qtq,X35,5.508638306165727,1.80,2012,PDB,False
3qts,X46,5.508638306165727,1.90,2012,PDB,False
3sgx,0FW,5.494850021680094,2.45,2012,PDB,False
3vp1,04A,5.481486060122113,2.30,2012,PDB,False
3t3y,MD6,5.468521082957745,2.00,2012,PDB,False
4fli,Y16,5.444905551421681,1.55,2012,PDB,False
4bbe,3O4,8.443697499232712,1.90,2012,PDB,False
4hv7,19J,3.5228787452803374,1.87,2012,PDB,False
3t0l,1CT,4.522878745280337,1.60,2012,PDB,False
4af3,VX6,7.508638306165727,2.75,2012,PDB,False
4hni,16W,7.494850021680094,2.74,2012,PDB,False
3udk,095,4.494850021680094,2.51,2012,PDB,False
3vbg,03M,7.481486060122112,2.80,2012,PDB,False
3s0o,50Z,4.481486060122113,2.00,2012,PDB,False
3udm,09A,4.481486060122113,1.94,2012,PDB,False
4h71,PXE,4.44891613481422,1.93,2012,PDB,False
4aa0,AA0,7.455931955649724,1.80,2012,PDB,False
4fhh,0U3,7.455931955649724,2.33,2012,PDB,False
3sgv,2BJ,4.455931955649724,1.61,2012,PDB,False
4deb,NHJ,6.430626090384954,3.05,2012,PDB,False
4d8a,0HY,3.424812155072339,2.18,2012,PDB,False
3vqu,O22,7.431798275933005,2.40,2012,PDB,False
4aq3,398,7.431798275933005,2.40,2012,PDB,False
3vbt,0F9,4.431798275933005,2.23,2012,PDB,False
4afj,SJJ,6.400116927926312,1.98,2012,PDB,False
3umw,596,8.522878745280337,2.08,2012,PDB,False
3rk5,07Z,5.3979400086720375,2.00,2012,PDB,False
3vjt,10R,5.3872161432802645,2.00,2012,PDB,False
4el9,AFE,5.359518563029578,1.55,2012,PDB,False
4hby,13F,5.356547323513812,1.59,2012,PDB,False
3v3v,MYU,5.337242168318426,2.70,2012,PDB,False
3vv7,0B1,5.337242168318426,2.10,2012,PDB,False
3sdi,3SD,8.327902142064282,2.65,2012,PDB,False
3rpy,27Z,5.318758762624412,1.90,2012,PDB,False
3sqq,99Z,5.318758762624412,1.85,2012,PDB,False
4h2j,0YU,5.318758762624412,1.81,2012,PDB,False
4ahs,AKH,2.193820026016113,1.75,2012,PDB,False
4ahr,I2E,2.1870866433571443,1.90,2012,PDB,False
4g0l,GSH,5.187086643357144,2.62,2012,PDB,False
4g8n,G8M,7.200659450546418,2.30,2012,PDB,False
3tsk,QEG,7.173925197299173,2.00,2012,PDB,False
4aci,CIT,2.221848749616356,1.65,2012,PDB,False
2yi0,YI0,8.1249387366083,1.60,2012,PDB,False
4f1l,0RY,5.119186407719209,1.90,2012,PDB,False
4aze,3RA,8.10790539730952,3.15,2012,PDB,False
4abh,7Z3,4.1487416512809245,1.25,2012,PDB,False
3ttp,017,9.1249387366083,2.23,2012,PDB,False
4ajk,88S,3.113509274827518,2.03,2012,PDB,False
4aj1,AJ1,3.113509274827518,1.87,2012,PDB,False
3v4t,UD1,4.113509274827518,2.50,2012,PDB,False
3udd,34M,7.102372908709558,1.95,2012,PDB,False
4eo8,0S3,8.154901959985743,1.80,2012,PDB,False
2yfa,LMR,5.070581074285707,1.80,2012,PDB,False
4f8j,HC4,5.0655015487564325,1.60,2012,PDB,False
4emf,M7G,7.0762380391713,1.77,2012,PDB,False
4agq,P96,5.013228265733755,1.42,2012,PDB,False
4a7i,A7I,8.698970004336019,2.40,2012,PDB,False
4djr,0KJ,11.522878745280337,1.55,2012,PDB,False
4aoi,4K0,8.397940008672037,1.90,2012,PDB,False
4ap7,F47,7.958607314841775,1.80,2012,PDB,False
3utu,1TS,10.920818753952375,1.55,2012,PDB,False
4gid,0GH,10.769551078621726,2.00,2012,PDB,False
4ase,AV9,11.0,1.83,2012,PDB,False
4tju,CNQ,5.443697499232713,1.57,2014,PDB,False
4cqe,CQE,8.431798275933005,2.30,2014,PDB,False
4lwt,20Q,5.4089353929735005,1.60,2014,PDB,False
4m3d,2H2,5.4089353929735005,1.90,2014,PDB,False
4mw4,2EB,6.5003129173815966,2.50,2014,PDB,False
4d2w,NF5,4.508638306165727,1.92,2014,PDB,False
4ok5,2T2,4.508638306165727,2.15,2014,PDB,False
4mwb,2EK,6.489454989793388,2.31,2014,PDB,False
4myq,19T,7.494850021680094,1.90,2014,PDB,False
4tk5,UHB,7.494850021680094,2.02,2014,PDB,False
4w7p,3J7,7.494850021680094,2.80,2014,PDB,False
4mra,QUE,4.474955192963154,2.34,2014,PDB,False
4n7e,2JQ,6.481486060122113,2.70,2014,PDB,False
4nat,2W5,6.481486060122113,1.72,2014,PDB,False
3wf6,FZ9,7.481486060122112,2.03,2014,PDB,False
4bhf,MZT,3.4647058799572297,2.05,2014,PDB,False
4nrq,PD2,3.459420283495546,2.50,2014,PDB,False
4npv,0NK,7.455931955649724,2.40,2014,PDB,False
4ohp,2TJ,7.455931955649724,2.40,2014,PDB,False
4urn,NOV,4.455931955649724,2.30,2014,PDB,False
4qtc,38Z,6.400116927926312,1.40,2014,PDB,False
4l2x,YL2,7.4089353929735005,2.55,2014,PDB,False
4mw0,392,7.4089353929735005,2.20,2014,PDB,False
4tlr,33H,8.522878745280337,1.86,2014,PDB,False
4uwh,JXM,8.522878745280337,1.93,2014,PDB,False
4wcu,3KQ,8.522878745280337,2.35,2014,PDB,False
4qyg,3DW,8.387216143280265,1.75,2014,PDB,False
4umq,B5S,5.376750709602099,2.60,2014,PDB,False
4c1d,X8Z,5.356547323513812,1.20,2014,PDB,False
4pyq,2X1,5.356547323513812,1.39,2014,PDB,False
4wgi,3M6,5.346787486224656,1.85,2014,PDB,False
4o78,SAV,5.337242168318426,1.34,2014,PDB,False
4m7y,2GH,5.318758762624412,1.80,2014,PDB,False
4csj,NN7,8.309803919971486,2.30,2014,PDB,False
4m3f,2D1,5.309803919971486,2.00,2014,PDB,False
4rfz,3OV,7.3979400086720375,1.17,2014,PDB,False
4clz,4DS,4.366531544420414,1.90,2014,PDB,False
4qrc,0LI,6.3448615651886175,1.90,2014,PDB,False
4mw5,415,7.346787486224656,2.35,2014,PDB,False
4pm0,32V,7.346787486224656,2.10,2014,PDB,False
4j8m,CJ5,7.318758762624412,1.85,2014,PDB,False
4rrn,3UW,7.318758762624412,1.80,2014,PDB,False
4nah,2VJ,6.309803919971486,2.38,2014,PDB,False
3wk8,S0E,4.309803919971486,2.20,2014,PDB,False
4nw6,2NS,8.397940008672037,1.74,2014,PDB,False
4px6,2X6,8.397940008672037,1.60,2014,PDB,False
4ra5,3L0,8.397940008672037,2.61,2014,PDB,False
4uyn,Y3M,8.397940008672037,1.90,2014,PDB,False
4n1u,2GE,8.301029995663981,1.60,2014,PDB,False
4wn1,3SJ,8.292429823902063,3.13,2014,PDB,False
4l1a,AB1,8.26841123481326,1.90,2014,PDB,False
4o7e,2RN,5.2441251443275085,1.85,2014,PDB,False
4mh7,MH7,5.229147988357856,2.51,2014,PDB,False
4url,XAM,6.301029995663981,2.29,2014,PDB,False
4ojq,2SX,3.3010299956639813,2.25,2014,PDB,False
4rg0,3P0,7.301029995663981,2.50,2014,PDB,False
4cqf,9Z8,4.301029995663981,2.30,2014,PDB,False
4pf3,HFN,7.292429823902063,1.10,2014,PDB,False
4bgk,RTK,6.2839966563652006,2.18,2014,PDB,False
4lmu,QUE,7.259637310505756,2.38,2014,PDB,False
4q9z,PZW,7.259637310505756,2.60,2014,PDB,False
3wf9,FS7,6.246416941107094,2.04,2014,PDB,False
4mvx,C13,7.2441251443275085,2.55,2014,PDB,False
4od9,2RZ,7.236572006437063,1.90,2014,PDB,False
4kcg,1QC,8.301029995663981,2.09,2014,PDB,False
4nus,2NK,8.301029995663981,2.39,2014,PDB,False
4ohk,2TE,8.301029995663981,2.80,2014,PDB,False
4olh,2TO,8.301029995663981,2.40,2014,PDB,False
4qo4,35S,8.301029995663981,1.70,2014,PDB,False
4wki,3PW,8.301029995663981,1.60,2014,PDB,False
3wk6,S0B,5.200659450546418,2.10,2014,PDB,False
4mk0,29X,5.200659450546418,2.40,2014,PDB,False
4mxc,DWF,8.173925197299173,1.63,2014,PDB,False
3wkb,S0I,4.214670164989233,2.20,2014,PDB,False
4nrm,FLC,3.2021095169416514,2.17,2014,PDB,False
4wz8,3W7,7.2076083105017466,2.23,2014,PDB,False
4wbo,ANW,4.199970640755866,2.81,2014,PDB,False
4p90,2K0,7.1938200260161125,2.49,2014,PDB,False
4py1,2YK,7.1938200260161125,2.16,2014,PDB,False
4obq,2QT,7.187086643357144,2.19,2014,PDB,False
4fc0,0T2,7.161150909262744,2.95,2014,PDB,False
4qgf,32B,7.161150909262744,1.83,2014,PDB,False
3whw,RUX,8.221848749616356,2.70,2014,PDB,False
4lwv,20W,8.221848749616356,2.32,2014,PDB,False
4u0i,0LI,8.221848749616356,2.00,2014,PDB,False
4pce,2N0,5.154901959985743,1.29,2014,PDB,False
4c1g,MCO,5.142667503568732,1.71,2014,PDB,False
3wk4,S0A,5.130768280269024,2.11,2014,PDB,False
4l7c,1VW,5.130768280269024,2.40,2014,PDB,False
4pci,2NJ,5.1249387366083,1.25,2014,PDB,False
4puz,CG9,8.113509274827518,2.08,2014,PDB,False
3wk9,S0F,4.154901959985743,2.20,2014,PDB,False
4ok3,2SY,4.1487416512809245,2.30,2014,PDB,False
4jlj,1NM,6.127435856909348,2.00,2014,PDB,False
4wk7,3PQ,7.130768280269024,1.24,2014,PDB,False
4r5n,3J9,7.119186407719209,1.80,2014,PDB,False
4rj6,3R0,7.119186407719209,2.70,2014,PDB,False
4ia0,5BB,7.113509274827518,2.17,2014,PDB,False
4obo,2QV,7.113509274827518,2.10,2014,PDB,False
4uyd,V1T,4.100015437450609,1.37,2014,PDB,False
4lxb,7R9,8.154901959985743,1.61,2014,PDB,False
4ona,UW1,8.154901959985743,2.40,2014,PDB,False
4uwf,EUT,8.154901959985743,2.99,2014,PDB,False
4uwg,RBQ,8.154901959985743,2.70,2014,PDB,False
4twd,377,5.080921907623926,3.20,2014,PDB,False
4cfx,G6T,5.060480747381382,3.50,2014,PDB,False
4c1h,X8Z,4.094743951251549,1.10,2014,PDB,False
4p75,2NM,4.096910013008056,2.96,2014,PDB,False
3wf5,FZ8,7.0915149811213505,2.10,2014,PDB,False
4p72,2NL,4.086186147616283,2.62,2014,PDB,False
4v25,SZ6,7.075720713938118,2.60,2014,PDB,False
4oc6,2S1,7.070581074285707,2.64,2014,PDB,False
4nwm,2P5,8.096910013008056,2.03,2014,PDB,False
4oq3,2V8,8.096910013008056,2.30,2014,PDB,False
4p10,2B8,8.096910013008056,2.00,2014,PDB,False
4u44,3D9,8.096910013008056,2.43,2014,PDB,False
4ogv,2U7,8.045757490560675,2.20,2014,PDB,False
4n00,2EX,8.022276394711152,1.80,2014,PDB,False
4rlk,E91,5.022276394711152,1.24,2014,PDB,False
4rll,E91,5.022276394711152,1.85,2014,PDB,False
4l7r,M00,5.017728766960431,2.20,2014,PDB,False
4bhi,RUJ,7.045757490560675,2.15,2014,PDB,False
3ws9,X4D,7.036212172654444,2.99,2014,PDB,False
4tpt,35H,7.036212172654444,2.60,2014,PDB,False
4rj3,3QS,7.031517051446065,1.63,2014,PDB,False
4mw9,2EJ,7.017728766960431,2.65,2014,PDB,False
4uzh,JVE,5.008773924307505,2.00,2014,PDB,False
4pmt,31Y,6.001304841688344,2.10,2014,PDB,False
4urm,XAM,8.045757490560675,2.94,2014,PDB,False
4qyy,3G7,7.301029995663981,1.65,2014,PDB,False
4mo4,ACP,4.221848749616356,1.67,2014,PDB,False
4ncm,704,7.0,2.82,2014,PDB,False
4cg8,G8S,6.958607314841775,1.75,2014,PDB,False
4u0e,1B0,6.920818753952375,2.04,2014,PDB,False
4nzo,2OV,6.769551078621726,1.90,2014,PDB,False
4o0a,2P9,6.721246399047171,1.20,2014,PDB,False
4m13,1E0,6.698970004336019,1.85,2014,PDB,False
4m14,QWS,6.698970004336019,1.55,2014,PDB,False
4mg8,27J,6.481486060122113,1.85,2014,PDB,False
4m0y,M0Y,6.455931955649724,1.70,2014,PDB,False
4d3h,2BA,6.431798275933005,2.00,2014,PDB,False
4qnu,GEK,6.3979400086720375,2.60,2014,PDB,False
4mg7,27H,6.356547323513813,2.15,2014,PDB,False
4nbl,2J6,6.327902142064283,1.76,2014,PDB,False
3wha,WHA,9.318758762624412,1.30,2014,PDB,False
4mgc,27M,6.318758762624412,2.15,2014,PDB,False
4cga,QLW,6.3979400086720375,1.74,2014,PDB,False
4lj5,ADP,6.292429823902063,2.40,2014,PDB,False
4n7u,2JA,6.292429823902063,1.46,2014,PDB,False
4np3,2L2,3.3010299956639813,1.61,2014,PDB,False
4cg9,GQG,6.2076083105017466,1.83,2014,PDB,False
4q6e,KR5,6.175874166083451,1.12,2014,PDB,False
3w9r,A8S,6.180456064458132,1.90,2014,PDB,False
4kxl,6C6,6.221848749616356,1.69,2014,PDB,False
4msl,2ET,6.154901959985743,2.70,2014,PDB,False
4kxn,6K6,6.096910013008056,1.90,2014,PDB,False
4qxr,1YE,6.00436480540245,2.37,2014,PDB,False
4m12,1YZ,6.045757490560675,2.15,2014,PDB,False
4mrg,24W,2.958607314841775,1.69,2014,PDB,False
4cki,ADN,5.958607314841775,2.12,2014,PDB,False
4csd,MFU,5.910094888560602,1.35,2014,PDB,False
4u0f,3A8,5.920818753952375,2.22,2014,PDB,False
4cfl,8DQ,5.876148359032914,1.32,2014,PDB,False
4mga,27L,5.863279432843593,1.80,2014,PDB,False
4rww,2BA,5.853871964321762,1.60,2014,PDB,False
4lj8,ADP,5.823908740944319,2.10,2014,PDB,False
4rqk,R1S,5.823908740944319,1.55,2014,PDB,False
4ndu,AMG,2.744727494896694,1.30,2014,PDB,False
4qxq,1YE,5.701146923590294,2.42,2014,PDB,False
4c3k,ADP,4.97469413473523,3.10,2014,PDB,False
4ozl,AMP,4.97469413473523,1.49,2014,PDB,False
4ibc,12G,2.979224511806442,1.75,2014,PDB,False
4ibg,1D6,3.96657624451305,1.41,2014,PDB,False
4nj9,2M9,6.966576244513051,1.95,2014,PDB,False
4qsu,TDR,2.0,1.90,2014,PDB,False
4qsv,THM,2.0,1.90,2014,PDB,False
4oi6,CIT,5.0,2.04,2014,PDB,False
4mrf,2CK,1.9507819773298183,1.55,2014,PDB,False
4p4s,GCP,4.939302159646388,3.30,2014,PDB,False
4qht,ANP,4.939302159646388,2.56,2014,PDB,False
4rpn,PCI,6.958607314841775,2.27,2014,PDB,False
4ce3,L4V,3.958607314841775,2.31,2014,PDB,False
4k10,NI9,6.922632094715843,2.30,2014,PDB,False
4r7m,3MW,7.958607314841775,2.85,2014,PDB,False
4mrh,2CQ,1.899629454882437,1.12,2014,PDB,False
4n9c,2ZM,3.899629454882437,1.75,2014,PDB,False
4wvl,3US,6.882728704344236,2.41,2014,PDB,False
4k43,1PO,6.87942606879415,2.90,2014,PDB,False
4rvr,3WQ,6.866461091629782,1.98,2014,PDB,False
4nbk,2J5,3.8664610916297826,1.94,2014,PDB,False
4m8e,29V,7.886056647693163,2.40,2014,PDB,False
4l9i,8PR,4.886056647693163,2.32,2014,PDB,False
4pnu,2VD,4.886056647693163,1.90,2014,PDB,False
4ckj,ADN,4.844663962534939,1.65,2014,PDB,False
4m5j,YH5,4.838631997765025,1.70,2014,PDB,False
4kif,PPY,4.835647144215563,2.50,2014,PDB,False
4uof,DAT,4.835647144215563,2.10,2014,PDB,False
4ce2,BO5,3.8416375079047502,2.38,2014,PDB,False
4ovh,2VE,4.853871964321762,2.25,2014,PDB,False
4k7i,CAQ,2.8239087409443187,2.25,2014,PDB,False
4mmm,BP7,3.8239087409443187,1.47,2014,PDB,False
4ci3,Y70,6.805208242278075,3.50,2014,PDB,False
4qem,HC4,7.795880017344075,1.20,2014,PDB,False
4lzs,L46,4.795880017344075,2.20,2014,PDB,False
4lov,KGM,7.767003889607846,1.50,2014,PDB,False
4k8o,ATP,3.769551078621726,2.65,2014,PDB,False
4muv,PCG,5.7617029321246065,1.25,2014,PDB,False
4ci2,LVY,6.7500682433658055,2.95,2014,PDB,False
4uoh,ADP,4.769551078621726,2.01,2014,PDB,False
4m5l,YH4,4.723538195826756,1.09,2014,PDB,False
4mp7,PFT,5.738261452647462,1.80,2014,PDB,False
4qsx,38S,1.7447274948966938,1.93,2014,PDB,False
4m5m,DX4,4.7447274948966935,1.12,2014,PDB,False
4cu1,71S,4.7121982700697735,1.89,2014,PDB,False
4mmp,SLB,7.705533773838407,1.57,2014,PDB,False
4d1a,I5H,4.721246399047171,3.40,2014,PDB,False
4mg9,27K,5.675717544702307,2.00,2014,PDB,False
4ncn,GTP,5.673664139071248,1.87,2014,PDB,False
4c52,X0D,5.6777807052660805,2.05,2014,PDB,False
3wig,CHU,8.638272163982407,2.70,2014,PDB,False
4mg6,27G,5.616184634019569,2.10,2014,PDB,False
4my6,3VH,5.619788758288394,1.70,2014,PDB,False
4up5,94W,2.6020599913279625,1.65,2014,PDB,False
4qf7,C0R,8.602059991327963,1.48,2014,PDB,False
4kxm,6IA,5.585026652029182,2.24,2014,PDB,False
4ll3,017,11.568636235841012,1.95,2014,PDB,False
4mgd,27N,4.69486368105636,1.90,2014,PDB,False
4mue,2DH,6.698970004336019,2.06,2014,PDB,False
4lzr,LOC,4.698970004336019,1.85,2014,PDB,False
4oru,PEU,3.677780705266081,1.55,2014,PDB,False
4ibd,1DL,3.6683702823700677,1.84,2014,PDB,False
4cig,X0P,3.669586226650809,1.70,2014,PDB,False
4qsw,38T,1.6777807052660807,1.80,2014,PDB,False
4rpo,T6C,7.642065152999546,1.95,2014,PDB,False
4qev,31O,7.657577319177793,1.80,2014,PDB,False
4lyw,21Q,6.6252516539898965,1.95,2014,PDB,False
4mpn,PV0,6.621602099051862,1.75,2014,PDB,False
4myh,GSH,4.638272163982407,3.38,2014,PDB,False
4ci1,EF2,6.603451962012868,2.98,2014,PDB,False
4c1y,MFB,3.600326278518962,2.23,2014,PDB,False
4cjq,VXO,3.5917600346881504,1.70,2014,PDB,False
4m8h,R4M,7.6020599913279625,2.20,2014,PDB,False
4ck3,K1T,3.571865205971211,1.79,2014,PDB,False
4cu7,GIF,7.585026652029182,2.20,2014,PDB,False
4ibb,1DK,3.5675117442294937,1.75,2014,PDB,False
4lbu,1WJ,6.559090917934782,1.17,2014,PDB,False
4nym,RND,3.5543957967264026,3.55,2014,PDB,False
4pmm,31V,7.568636235841013,2.00,2014,PDB,False
4k42,NWM,6.54515513999149,2.90,2014,PDB,False
4og3,2S6,6.54515513999149,2.01,2014,PDB,False
4leq,1WK,6.540607512240769,1.41,2014,PDB,False
4myd,164,4.552841968657781,1.37,2014,PDB,False
4orx,PEU,3.5272435506827877,1.60,2014,PDB,False
4ory,PEU,3.5272435506827877,1.80,2014,PDB,False
4qer,STL,7.5376020021010435,1.20,2014,PDB,False
4m5h,YH2,4.5376020021010435,1.11,2014,PDB,False
4d1c,B5H,5.698970004336019,3.70,2014,PDB,False
4qxo,1YE,5.505845405981558,1.88,2014,PDB,False
4nni,VGL,5.504455662453552,2.64,2014,PDB,False
4pf5,M3N,5.481486060122113,2.04,2014,PDB,False
4n6g,2GQ,5.468521082957745,2.14,2014,PDB,False
4mgb,XDH,5.435333935747911,1.85,2014,PDB,False
4tun,MVH,5.412289034981089,1.93,2014,PDB,False
4trc,ADE,4.522878745280337,2.40,2014,PDB,False
4qf8,SPD,7.508638306165727,1.65,2014,PDB,False
4nyj,2PZ,3.492144128304169,2.85,2014,PDB,False
4w9w,YDJ,7.480172006224281,1.72,2014,PDB,False
4k7n,MCT,3.4814860601221125,2.30,2014,PDB,False
4oks,2T9,4.481486060122113,2.25,2014,PDB,False
4mq6,29W,6.468521082957745,1.70,2014,PDB,False
4jzb,P2H,6.465339424171556,1.90,2014,PDB,False
4g2r,H1L,4.446116973356125,2.28,2014,PDB,False
4tz2,39R,3.4559319556497243,1.70,2014,PDB,False
4mp2,PV1,5.447331783887806,1.75,2014,PDB,False
4or0,NPS,7.455931955649724,2.58,2014,PDB,False
4ibf,1D5,4.434152181326483,2.29,2014,PDB,False
4d1b,5FH,4.443697499232712,3.80,2014,PDB,False
4qgd,PZZ,7.431798275933005,1.80,2014,PDB,False
4usi,AKG,4.410050398674293,1.45,2014,PDB,False
4wt2,3UD,10.42021640338319,1.42,2014,PDB,False
4cc5,L5V,4.42021640338319,1.88,2014,PDB,False
4p5z,Q7M,7.405607449624573,2.00,2014,PDB,False
4w9x,3JW,7.400116927926312,2.14,2014,PDB,False
3wgg,8NA,4.399027104313252,2.10,2014,PDB,False
4je7,BB2,6.403402904373539,2.10,2014,PDB,False
4c5d,X0R,5.3979400086720375,2.30,2014,PDB,False
4p4t,GDP,4.3872161432802645,2.30,2014,PDB,False
4mpe,PV8,6.370590400897281,1.95,2014,PDB,False
4q6d,WW3,7.361510743045363,1.12,2014,PDB,False
4r91,3KT,6.366531544420414,1.58,2014,PDB,False
4p4i,2G5,7.455931955649724,1.87,2015,PDB,False
4rx8,3YX,7.455931955649724,1.59,2015,PDB,False
4zsr,4RY,4.442492798094342,1.65,2015,PDB,False
5al2,O53,6.443697499232712,1.90,2015,PDB,False
4x2l,3WP,4.443697499232712,2.55,2015,PDB,False
4rse,A6V,6.402304814074488,2.39,2015,PDB,False
5afl,FHV,3.4001169279263124,2.35,2015,PDB,False
5bot,4UM,4.4089353929735005,1.85,2015,PDB,False
4rpv,3UR,8.522878745280337,3.05,2015,PDB,False
4rx5,3YO,8.522878745280337,1.36,2015,PDB,False
4yzc,STU,8.522878745280337,2.49,2015,PDB,False
4zom,4Q3,8.522878745280337,2.27,2015,PDB,False
3wyx,O38,8.366531544420413,2.90,2015,PDB,False
4y2b,EPK,8.356547323513812,2.20,2015,PDB,False
5dls,5CV,8.356547323513812,2.15,2015,PDB,False
5es1,5RC,8.337242168318426,2.80,2015,PDB,False
4x6k,3XR,5.3124710387853655,1.94,2015,PDB,False
5a3u,R8J,8.318758762624412,3.30,2015,PDB,False
5ai6,4XH,4.395881993807965,2.30,2015,PDB,False
4r1y,3EH,6.3979400086720375,2.00,2015,PDB,False
5cf4,50Y,7.3979400086720375,2.38,2015,PDB,False
4zh3,4OD,4.3979400086720375,4.08,2015,PDB,False
4rvl,3XL,7.379863945026242,1.85,2015,PDB,False
5akw,NKI,6.3872161432802645,2.07,2015,PDB,False
4x7j,3Z1,7.3872161432802645,2.30,2015,PDB,False
4x7h,3Z2,7.376750709602099,2.00,2015,PDB,False
5afj,42R,4.376750709602099,2.22,2015,PDB,False
5alv,6TZ,4.361710464585743,1.80,2015,PDB,False
4ucu,8HC,3.3496924768680634,2.10,2015,PDB,False
5clm,52K,7.356547323513812,2.61,2015,PDB,False
3wpn,B4S,4.356547323513813,2.80,2015,PDB,False
4yuy,1SQ,3.337242168318426,1.58,2015,PDB,False
4v0i,J82,6.329754146925876,2.54,2015,PDB,False
4tn4,33G,6.327902142064283,2.20,2015,PDB,False
5d1j,56H,7.318758762624412,1.80,2015,PDB,False
5aic,TGX,4.304518323509803,1.89,2015,PDB,False
4zla,BES,7.30189945437661,1.90,2015,PDB,False
5c7a,4YE,3.305394801066431,2.36,2015,PDB,False
4x7k,3Z3,8.397940008672037,1.80,2015,PDB,False
4z3v,4L6,8.397940008672037,1.60,2015,PDB,False
5ccm,4ZX,8.397940008672037,2.30,2015,PDB,False
5a85,78J,5.300162274132754,1.72,2015,PDB,False
4wy1,3VO,5.292429823902063,1.98,2015,PDB,False
4yzm,4K4,5.269217724333611,3.00,2015,PDB,False
5akz,6NX,5.260427655549908,2.18,2015,PDB,False
4uvy,SGW,8.259637310505756,1.95,2015,PDB,False
5ap0,AU5,8.259637310505756,2.15,2015,PDB,False
5c7c,4YC,5.259637310505756,2.32,2015,PDB,False
5d6q,57V,5.236572006437063,1.50,2015,PDB,False
4ptg,2WG,8.229147988357855,2.36,2015,PDB,False
4qp7,363,5.229147988357856,2.25,2015,PDB,False
4uix,TVU,7.300162274132754,1.58,2015,PDB,False
4yfi,4CW,6.301029995663981,2.70,2015,PDB,False
5ar5,IQ7,6.301029995663981,2.66,2015,PDB,False
4uiw,H1B,7.301029995663981,1.73,2015,PDB,False
